,ENSG00000123096,ENSG00000131095,ENSG00000048649,ENSG00000078549,ENSG00000206172,ENSG00000244734,ENSG00000121966,ENSG00000155980,ENSG00000127914,ENSG00000170275,ENSG00000188536,ENSG00000038427,ENSG00000078114,ENSG00000104324,ENSG00000157833,ENSG00000146005,ENSG00000225465,ENSG00000117592,ENSG00000168280,ENSG00000120063,ENSG00000124749,ENSG00000152661,ENSG00000089169,ENSG00000111328,ENSG00000141279,ENSG00000152990,ENSG00000092820,ENSG00000152518,ENSG00000104361,ENSG00000147027,ENSG00000196739,ENSG00000087263,ENSG00000185650,ENSG00000119729,ENSG00000108932,ENSG00000107562,ENSG00000124942
hB_RNA_16915,3.601789876,12.51265269,7.39949896,7.77993602,0.988934809,6.679809722,3.165555497,10.70240485,8.42943596,5.955595697,2.757695367,8.127803641,8.5544412,4.778396395,5.252076394,7.007635002,5.477484074,6.523219723,10.7333032,6.845075138,4.201455425,9.075601242,6.971060804,5.168071361,7.149060449,6.175296286,6.846398196,5.481969349,6.032822985,6.577502102,4.119815315,5.125115673,6.437786242,5.859607781,3.148676791,3.208467832,10.0358866
hB_RNA_16865,3.791675772,12.90530513,7.343878423,8.030746515,2.159212159,7.675025318,1.734421731,10.65421401,8.44695385,5.447342424,3.907942906,7.570113736,8.783162896,4.676658226,4.652039167,6.623968542,5.707328056,6.765001235,9.971498848,6.830943163,4.438037579,9.335467328,6.642671299,4.773377524,7.165544653,5.711068634,6.710465458,4.543252997,5.532836622,6.857246223,4.246979626,5.27898393,6.012158074,5.596282532,2.518954309,2.663364923,10.16020713
hB_RNA_16875,3.699825344,12.54023165,7.626234853,8.225879026,0.358719829,5.622792422,2.129318605,11.14934864,8.430282655,5.894697439,2.309012341,8.529493874,8.858856334,4.615040742,5.986875076,7.430712164,5.909331717,6.904298293,10.37117385,6.874631645,4.368367187,9.324267382,6.361394444,5.298380685,6.892461181,6.664308824,7.360158008,5.526863755,5.076975367,6.999348683,3.393893909,5.301106446,6.395515974,5.90909202,1.405009989,1.361882285,9.951219838
hB_RNA_16425,4.119026186,12.44244911,7.529958143,8.532701944,2.440163724,8.824798604,2.745017307,10.52705225,8.415891327,6.072493666,4.581283389,8.62046308,8.894794985,4.611562651,4.816901274,6.638142375,5.731333833,6.987013435,10.00217647,6.96587854,4.983006369,9.233819102,5.807314264,4.921977458,6.843664963,6.430430403,7.070973728,5.475119824,4.891371846,7.224185965,4.099325615,5.136941945,6.346105225,5.718839942,2.154385036,3.545026433,10.68744208
hB_RNA_8545,3.787383957,11.86103704,7.686871304,7.962177006,0.117027847,5.312816642,1.692887226,10.67175882,8.706494038,5.472981706,2.168985444,8.318643779,8.899610701,4.862223521,4.648784689,6.167723194,6.29841493,6.718555897,10.12165665,6.539863755,4.693538618,9.46096769,6.30833222,4.945413815,7.393955778,5.852302427,6.505242165,4.459162754,5.885434754,6.605652984,3.889139286,5.380511394,5.71166285,5.803478311,0.73749502,1.924852614,10.06135174
hB_RNA_8535,3.982357805,12.25589234,7.572768111,7.970492274,1.288580648,7.324577293,2.167147357,10.97822519,8.534069456,5.618875729,3.278937821,8.122200465,8.951261129,4.681275308,5.324651509,7.151900644,6.320513893,6.992282715,9.986892942,6.90176126,5.49801301,9.480959367,6.72030268,4.850092965,7.26145423,6.448214473,7.12322422,4.873880581,5.554820025,7.096371056,4.293300127,5.182882262,6.147082501,6.212664424,1.61070587,3.311628878,9.832303384
hB_RNA_16845,3.488008528,12.18446019,7.431214134,8.101750585,-0.381573841,3.275370831,3.706762411,10.93167023,8.424964984,5.621595903,0.042114446,7.795792935,8.772056722,4.406835716,5.466076228,6.979032497,5.88490533,6.3650258,10.03474396,6.666797301,4.359025565,9.065747546,6.643373277,5.182578162,7.211331256,5.633582402,6.999111685,4.738323257,5.678222928,6.581033934,4.869456333,5.179313229,6.076140814,5.839445626,2.76393393,3.13518537,10.44206211
hB_RNA_16855,4.210786014,12.64398134,7.499210626,8.285500076,1.530976632,7.450694787,2.897173599,10.58988104,8.313313464,5.756558114,3.477394451,8.325081664,8.996656346,5.021952734,4.977590152,6.790768105,6.00765567,7.07974506,10.06175795,6.981842478,4.585905492,9.61413847,6.380110124,5.113056172,7.04987542,6.268223659,7.277251116,4.924126107,5.204602743,7.248357255,3.433802131,5.434287243,6.139267462,5.825475655,2.439855112,3.652394245,10.10838471
hB_RNA_8505,3.281610732,11.55396879,7.156132601,7.83402136,2.068237803,7.594618255,4.008159195,10.46990716,8.007936743,5.29411743,3.84083812,7.736291387,8.778850456,4.833708567,3.202024001,6.121884265,5.704290725,7.588649955,9.922397624,7.850665477,4.115195191,8.649436863,5.821094489,4.835849479,7.011654135,4.891631008,7.275538821,5.430280328,5.550908016,6.671549171,3.773054114,5.981080859,6.882844644,6.315005745,4.3973579,1.595615594,9.598502982
hB_RNA_16955,4.112065429,12.82049235,7.398613044,8.119179823,-0.830692107,4.291969306,2.770403666,10.62931345,8.391433884,5.765069567,0.355395285,8.72848709,8.810026033,5.221359964,4.459705702,6.831235972,5.692641757,6.953365862,9.963764184,7.152530875,4.883085097,9.158545287,6.118502426,5.326888651,7.047190807,6.40424009,6.952700372,5.213821383,5.151608177,7.060285824,4.005077833,5.21750715,6.397244791,5.847768837,2.247050136,3.28270195,10.28617632
hB_RNA_8385,4.117427983,13.36995196,7.316006979,8.125243539,3.281993829,9.372122825,1.578238452,10.38536308,8.263240732,5.394438426,4.12733931,8.162740855,8.904734586,4.480646272,4.125123339,6.670812939,5.970043364,6.858758962,9.899743375,6.933416063,4.704321327,9.085805691,6.742346245,4.861846414,7.093117372,6.182595973,6.598913289,4.479715988,5.767325977,7.14254534,3.559919108,5.185672507,6.014207343,5.722523661,2.189511104,2.599928496,10.01514784
hB_RNA_8325,4.078370135,12.59465206,7.373733085,7.791571493,-0.646786832,5.244557996,1.845679434,10.64470674,8.285725265,5.348786037,1.07101397,8.378470561,8.849213143,4.907312034,3.720607822,6.010243016,5.8754064,7.003577936,9.926493232,6.769941316,4.09628716,9.010318976,6.76457464,4.6632132,6.876057829,5.677843706,6.667724369,4.755064727,5.631071176,6.769648343,2.966851058,5.181128317,5.506729695,5.755681823,2.743293623,2.895167505,10.08026581
hB_RNA_16565,3.926877401,12.99969897,7.504955154,8.082333688,1.653265475,7.346180511,2.27638729,11.03804289,8.400761395,5.902158153,2.592588628,7.882220014,9.065342079,4.813373914,5.258775702,7.586348853,6.016858106,7.009698025,10.26637037,6.801321986,4.166838861,9.052490674,6.960821426,5.186373912,7.189410253,6.469628895,7.013801048,4.793456652,5.592230797,7.012621675,4.144731616,5.263407232,5.696513751,6.065230495,3.194871642,3.861977365,9.801316723
hB_RNA_16675,3.376149871,12.61408032,7.442991096,7.832051346,1.396755756,7.006900756,0.423310661,10.71786733,8.344063812,5.802255646,3.198220549,7.807797762,8.611730814,4.503003908,4.112806407,6.787032762,6.169464675,6.340069222,10.02476311,6.562047755,3.937248866,7.974451039,6.830919744,4.590612554,6.934255473,5.95286751,6.325742445,4.848611697,5.706669839,6.253358654,3.858267239,5.299327172,5.874240263,5.878558132,2.840456764,2.299537847,9.579658949
hB_RNA_4961,3.670315231,13.77641007,7.38511595,7.855241898,0.48748049,5.880607657,3.78315451,10.56648068,8.102936951,5.501078462,1.618213668,7.89738857,8.71995375,4.645064164,3.489460214,6.305928999,6.405424461,7.069468679,9.878239547,6.725453114,4.443325381,8.541410762,6.761808763,4.789549936,6.878541222,6.097953907,6.802685561,5.136844893,5.678081844,6.289591128,2.90529295,5.357828668,6.15402317,5.825651446,2.940677125,2.606229161,9.778391167
hB_RNA_8795,3.84367367,11.72012841,7.584487088,8.333079975,2.652113634,8.755532685,1.78079209,10.70452101,8.312042834,6.227765178,4.686116591,8.047711175,8.645115368,4.415914062,5.62936745,7.390823955,6.072126668,6.490081242,9.867062664,6.757845681,3.800887664,8.520084169,7.146052326,5.078129972,6.628387464,6.50770414,6.953829493,4.104415692,5.624309132,6.548138939,4.085014556,5.177013861,5.814929703,5.813939792,2.998187949,3.656605762,9.664821101
hB_RNA_4980,3.702917648,13.25300375,7.500745218,7.602661208,3.900924785,9.964771747,2.433027202,10.603349,8.452681539,5.826522904,4.475380766,8.445207165,8.591411974,4.698825145,3.910386209,5.755292003,5.749132251,6.605701638,10.09898051,6.846152944,4.966893406,9.171334097,6.216467742,4.791310275,7.154697411,5.790904799,6.394091479,4.662673918,4.864885235,6.693577551,3.662468236,5.149043561,6.32683883,5.59895456,1.955249104,2.752398323,10.14867483
hB_RNA_16525,3.224354141,12.29541241,7.361276912,8.10229653,0.128230504,5.849087633,2.377004381,10.9209351,8.423694625,5.569581836,2.049717662,8.297863786,8.443710386,4.531621414,4.392146412,6.383121398,5.908310182,6.324902983,9.990764207,7.047421326,4.452576125,8.077577011,6.190890169,4.669209189,6.91522592,5.770987882,6.720052513,4.948018135,5.667523727,6.281554977,4.54289946,5.398372551,6.215284833,5.655117022,2.918150758,2.23323133,10.29372395
hB_RNA_8685,4.011459266,11.89672145,7.403631196,8.078155801,-0.303877823,5.119618387,2.212432629,10.79995976,8.4518801,5.725911848,1.745207715,8.183223272,9.04806503,4.812202686,4.781067577,6.592915239,5.379309351,6.939145927,9.924522688,7.08307751,4.758900239,9.314854515,6.322608052,5.069306416,7.046597862,6.538922472,6.761194943,4.940899627,5.369612254,7.204054106,3.9336965,5.000542136,6.24126407,5.697685384,2.235609852,2.719464052,10.44435734
hB_RNA_16355,3.477647907,12.55286065,7.454256099,8.015031373,2.951248258,8.474640428,2.901603447,10.93082013,8.33394622,5.546783167,3.009375629,7.820961228,8.862096365,4.646650478,5.208989722,6.818281462,6.056766501,6.849436183,10.04826908,6.904014446,4.064178817,9.04702438,6.497351138,4.604603878,6.966086533,6.266597667,7.116811635,5.259460625,5.485474907,6.858176225,4.433296836,5.058859938,6.268971764,5.847379162,2.651138017,3.499812547,10.29107001
hB_RNA_8345,3.032316813,13.81009869,7.176901515,7.849806241,-1.810089333,3.388902355,1.530534987,10.56513291,8.260066318,5.637907144,-0.221276341,7.967766997,8.227325931,4.531890571,4.012982786,6.100107913,4.780610714,5.944508574,9.784183244,6.550096556,4.662727135,7.749799712,5.956628478,4.589276026,6.668042243,5.790048906,6.240109186,5.448266477,5.400387534,5.76014224,4.298307848,5.041722362,6.578963366,5.402067609,2.274116137,3.705548945,10.09170289
hB_RNA_5001,3.627010445,11.83093173,7.502979161,7.768840666,-0.374206519,5.940615033,3.771406881,10.89738283,8.523143508,5.659754683,1.797149912,8.505878327,8.943913395,5.200796893,5.021393094,6.721714181,5.742048621,7.101292568,9.937330664,7.173247563,4.259274247,9.359918872,6.799959477,5.022217669,7.235163573,6.283777792,7.2702573,5.152168911,5.224774435,7.057397658,3.612809519,5.228364069,5.982784361,5.915603428,1.849932514,3.180626265,10.17874184
