,ENSG00000123096,ENSG00000131095,ENSG00000048649,ENSG00000078549,ENSG00000206172,ENSG00000244734,ENSG00000121966,ENSG00000155980,ENSG00000127914,ENSG00000170275,ENSG00000188536,ENSG00000038427,ENSG00000078114,ENSG00000104324,ENSG00000157833,ENSG00000146005,ENSG00000225465,ENSG00000117592,ENSG00000168280,ENSG00000120063,ENSG00000124749,ENSG00000152661,ENSG00000089169,ENSG00000111328,ENSG00000141279,ENSG00000152990,ENSG00000092820,ENSG00000152518,ENSG00000104361,ENSG00000147027,ENSG00000196739,ENSG00000087263,ENSG00000185650,ENSG00000119729,ENSG00000108932,ENSG00000107562,ENSG00000124942
BM_10_566,4.087525998,12.27812177,7.25338134,7.799845505,0.798545563,8.787298614,1.94603486,10.3911403,8.351205277,5.905707066,3.518508605,8.044382087,8.790636837,4.786718115,4.482446605,6.299307702,6.378867193,7.046401496,9.972279358,6.985054118,4.289822069,8.702074879,5.975745597,5.121494129,7.047788736,6.166082276,7.016837775,5.076159844,5.015894428,6.968555636,4.027395244,5.302428802,5.941475331,5.883100585,2.981797222,2.81954698,9.864194071
BM_10_740,3.677246733,12.33560419,7.308247796,7.844735307,1.132569588,7.001603798,0.294701474,10.51408387,8.293912513,6.08690418,3.005248861,7.725779658,8.493306862,4.759784581,4.342693117,6.524914667,6.864671504,6.528947127,9.91099273,6.596562213,3.75308587,7.720104472,6.581450491,4.935113192,7.061125529,5.806902135,6.820892843,4.561864852,5.562958472,6.425313926,2.440170786,5.463663299,6.115618143,6.015033945,2.69563589,2.954232249,9.13713706
BM_10_782,3.994211797,12.77923259,7.505159896,7.887649393,3.327873107,8.912658453,2.114980052,10.7657859,8.418112615,5.453646347,5.265597533,7.587697522,8.828737017,4.666785902,3.934725271,6.046819562,6.509733051,6.816048679,10.1090389,6.668832886,4.634123815,9.3500101,6.958997074,5.046601121,7.243139496,5.749306133,6.562577909,4.342335006,5.996950698,6.629871713,3.199579438,5.026493271,5.969013157,5.590616551,2.44096215,2.489294033,9.787471381
BM_10_576,4.207480086,12.64061503,7.49932665,8.208297666,1.638865884,7.233681806,2.749927798,10.60905226,8.588046953,5.914098978,1.976805211,8.155115071,9.151240843,4.911982312,4.364220666,6.471759493,6.45519268,7.120893623,10.00263273,7.07833015,4.627919072,9.288006831,6.229793549,4.832107565,7.243352058,6.137131377,7.399531305,4.852666445,5.698108513,7.200373922,3.0075417,5.475910882,5.79883762,5.66740241,2.837471239,3.46138337,9.837186806
hB_RNA_12865,3.1133026,12.38264702,7.412168269,7.613856267,0.087062472,5.33928283,0.644324247,10.4494273,8.235569204,5.351955546,1.528038644,7.975691279,8.571708834,4.090531823,4.035614617,6.332418376,6.385660643,6.158603666,10.10724258,6.24228128,3.974081098,7.766386401,7.141107703,4.35466108,7.225627911,5.599012131,6.302681393,3.934148522,6.398037519,6.073690366,4.201492918,5.441330127,5.289129646,5.513543728,3.146550224,1.829817989,8.963190252
BM_10_591,3.71413678,11.79454102,7.467048552,7.806210363,-1.032487895,6.853733758,1.986210686,10.8053576,8.528425035,5.599955527,2.446922333,7.695362666,8.838190607,4.633399077,4.894851776,7.10477054,6.462721302,6.938047685,10.34928818,6.628409778,4.104795868,8.61312945,7.23153097,4.884140339,7.281529434,6.183644604,6.910352404,4.318390693,5.625521151,6.915581816,3.389989886,5.433958976,5.218043712,5.767740233,2.741156639,3.012800369,9.26968795
BM_10_812,3.566339934,12.47736824,7.711559308,8.083515028,1.260100503,7.74353177,2.712996666,10.88091963,8.398506519,5.611510471,3.364919178,7.493671986,8.903875505,4.395631559,4.724778831,6.694464659,6.843821864,6.791642499,10.32021288,6.72509533,4.099531328,8.678986336,6.671709573,4.787967403,7.480429536,5.814471721,6.889926637,4.575344603,5.627826492,7.006880648,3.565233807,5.271108531,5.56052929,5.851270068,2.885723994,3.235584672,9.368697204
hB_RNA_12720,3.597467719,11.701332,7.063273416,7.994259113,3.769068464,8.972277326,2.892843882,10.53057592,7.899730084,5.357097884,-3.919063854,8.19890166,8.899395053,4.666307998,3.644262704,6.691735209,5.70103371,7.256323391,10.0013057,6.83335883,3.903367034,8.108229131,6.356425163,4.892334857,6.939354853,5.016204668,6.939215731,5.083465456,6.234183142,6.555218662,3.931587494,6.124489499,6.727169245,6.572380233,3.900234041,2.399971276,9.54732587
BM_10_780,3.825159173,12.80058534,7.536821442,8.104289865,1.394758344,7.177566277,1.778385623,10.82639228,8.350617155,5.971621826,2.757378691,7.909138226,8.905276771,4.823420735,4.994263842,6.904017684,6.198084847,7.021301355,10.13973558,6.818033254,4.096856334,9.185028445,6.507221332,5.094451574,7.102125452,6.297525606,7.015150324,4.951102389,5.456944105,6.813629544,3.222522821,5.343881143,6.034329059,5.846541925,2.599086452,2.900769525,9.994245489
hB_RNA_13068,3.37787402,11.47658467,7.58900801,7.730238848,1.163457417,7.470371988,1.548320269,10.95683712,8.510517574,5.492352588,3.015435401,7.692372569,8.766377552,4.26454103,4.926763338,6.673084421,6.323806051,6.415017453,10.30984433,6.574619196,4.353353312,8.504936663,7.499402327,4.627093704,7.19521066,5.847389491,6.662663709,3.994833912,5.762670672,6.659365375,3.097480401,5.211119742,4.67733769,5.437348913,2.815558862,2.965408341,9.121391068
BM_10_806,3.525406013,12.86301372,7.488163647,8.426033808,0.603920354,7.21195379,1.845225797,11.47264714,8.426809506,5.707314199,3.103776133,8.478426132,8.849769223,4.890878626,5.061360377,7.069000479,5.932349953,7.136576672,10.3681225,6.731483769,4.176196948,9.325440532,6.994764922,5.135906542,6.869466331,6.092016122,7.049802815,5.143970361,5.461762957,6.861711773,3.73162276,5.485461489,6.176961079,5.854378643,1.460477367,2.755569568,10.60965102
BM_10_765,3.786268243,11.24017252,7.529527118,7.870775705,1.520790776,6.456722261,2.117844499,10.95784874,8.238461241,5.514376178,2.566517563,7.4706926,8.748900258,4.254494707,4.916781212,7.132191339,6.475090081,6.588690857,10.27258445,6.574422863,3.769034532,8.792721922,7.9525958,5.082152875,7.242275605,5.885486202,6.969497906,4.60337993,6.286904909,6.873527486,2.972896733,5.3573967,5.571831131,5.764509719,2.789736955,2.806506023,9.564272072
hB_RNA_13048,3.980752584,12.03155576,7.398474108,7.929587014,1.396991163,7.333557269,0.6446244,10.30491677,8.409037331,5.59299641,3.092030063,7.965297814,8.624934369,4.462448162,3.829046482,6.567234631,6.616429893,6.546339231,9.817795518,6.49102703,4.039571315,8.41935847,7.103632243,4.189844302,7.03798173,6.369494647,6.653257942,6.092176823,6.023256769,6.640388261,2.548065276,5.267959484,6.099129252,5.541348339,3.513569631,2.106992373,9.664397662
BM_10_797,3.602016754,12.19063441,7.643628319,7.841885771,1.588399378,7.909265768,2.323041299,10.68505331,8.494497829,5.557643515,3.919059641,7.492097855,8.689321651,4.567108912,4.571834839,6.736328919,6.882187966,6.741991613,10.19171949,6.645925983,4.364956412,8.42435627,7.356891584,4.759781525,7.416352147,6.058456655,6.595286923,4.345793844,5.791459697,6.852940518,2.350411697,5.208170755,5.135637761,5.693947833,2.928471998,3.305449933,9.310288064
hB_RNA_13266,3.464165702,12.09819963,7.421275484,7.870251182,0.897248397,7.498435821,2.051878093,10.38222813,8.451809532,5.843100659,2.155923789,7.934340195,8.577592734,4.266844368,4.946141974,6.398500753,6.576369732,6.454084225,9.783312004,6.437665988,4.616735705,8.261455093,7.175940628,4.459340632,6.965626171,5.737798742,6.66192545,4.320819154,5.61270362,6.439932534,3.31788796,5.138044078,5.18993463,5.592924104,2.408007356,3.238154854,9.484023491
hB_RNA_13458,3.895992001,13.05572952,7.517868003,8.047531834,2.321383004,8.47078508,3.042976864,10.40602686,8.311656188,5.736519137,3.137895148,7.70089567,8.90923091,5.163768629,4.954212236,6.940068317,6.349903894,6.784162162,9.965613906,6.762646986,4.442560254,9.338610489,7.011711649,5.148237004,7.226398535,6.359018347,7.11828192,4.91547183,5.397387839,7.327147602,3.708077896,5.293974243,5.959991147,6.06681635,2.352601846,3.738427437,9.940291325
BM_10_725,4.586180763,13.40803355,7.662534271,8.097458132,-0.932143701,5.692320972,2.051836708,10.53949497,8.641037391,5.82436966,1.073388596,8.348631928,9.267930871,4.785694738,4.401904776,6.638676468,6.396632205,7.107508437,10.00508476,7.154828851,4.520536215,9.21543339,5.832621123,5.034614063,7.378782665,6.444071234,6.852722633,4.531240978,5.810675295,7.406826108,2.768088811,5.361586141,6.029778516,6.087012983,2.984355402,2.437989764,9.794137315
BM_10_675,4.236053625,13.02510242,7.497576067,7.851040679,0.728962241,5.633023315,1.816063672,10.54642636,8.442214567,5.864365483,1.453209685,8.120807272,8.975226423,4.799644465,4.683536249,6.916428089,6.400892388,7.281272315,10.17118318,7.033883278,4.34966084,8.840628281,6.791868507,5.231404855,7.267329272,6.336204618,7.169890093,4.663678152,5.413407319,6.933985137,3.194167696,5.398615752,5.502568688,5.94096684,3.506719453,3.520156673,9.583252897
BM_10_771,4.274816158,13.15295056,7.373287375,8.308859087,2.380085938,8.457069738,2.09530892,10.98448559,8.35019614,5.771646694,4.19442818,8.160457809,8.962616476,4.765798652,5.520406074,6.905770412,5.571301008,7.147909906,9.901158868,6.827794701,4.691999716,9.355226067,6.549128884,5.671871598,6.993235862,6.322819859,7.348155791,4.995609286,5.349293893,7.158246279,4.251095997,5.217887515,6.528503303,5.706203455,1.897260668,3.590942863,10.43811329
BM_10_645,3.642342767,12.14615688,7.686781905,7.793047154,0.364701991,5.989812771,2.334245002,10.8259293,8.59354321,5.483416291,2.471831286,7.949911097,8.797281339,4.522696983,5.074516859,6.919696085,6.238742867,6.398980432,10.16213015,6.623728203,4.238836098,8.839193667,6.733978419,5.035194074,7.416128317,6.035946086,6.975484031,4.750015943,6.116597224,6.872453158,3.829756866,5.26337529,5.794007423,5.80840628,2.20411898,2.337109979,9.864876561
hB_RNA_13418,4.581904916,14.45403852,7.290335403,7.384560846,2.091595691,7.35767369,2.563787355,10.21446712,8.086919549,6.07329314,5.103676207,8.320381486,8.947800465,5.3614749,3.825476805,5.787168782,4.269805207,7.513649824,9.658874395,7.376928712,4.234048975,9.496547522,4.619670499,5.366801651,6.845804953,5.517874832,7.017685429,6.630934351,4.82487292,6.995300876,4.831865404,5.53393977,7.318544655,6.070008976,3.776245464,4.472193314,10.89584314
hB_RNA_12494,3.88894939,11.60565862,7.623479398,7.679517497,0.36692128,6.652824925,2.58278469,10.88150674,8.548127979,5.73988756,2.764170093,7.618313203,8.923210998,4.459203188,5.227044789,7.229759302,6.96614405,6.687337801,10.43089292,6.69097312,3.785479113,8.425733859,7.621056859,4.884699947,7.213637947,6.23420927,6.753644564,4.429836357,5.952442768,6.850205102,3.264872663,5.179387124,4.913117035,5.692075041,3.17350976,4.002903972,9.351919667
BM_10_719,3.715311962,12.59021402,7.40907402,7.960416019,1.541253906,7.379384437,0.784834869,11.14546558,8.103643505,5.729537508,3.110230813,7.591435289,8.735715015,4.364498289,5.255879839,7.260404363,6.391388388,6.58626611,10.29563312,6.637165032,3.677686896,8.628620569,8.060442405,4.700289862,7.05780021,5.964900857,6.862952281,4.534462707,6.13520366,6.627671267,3.475534245,5.341540228,5.700350199,5.641286192,3.238877804,2.705782823,9.504157907
BM_10_718,4.113238137,12.25188801,7.467368287,8.075687781,1.518077696,8.015616844,2.05302633,10.77219323,8.392878317,5.685299237,4.363645002,8.06323161,8.861154761,4.852407723,4.201440492,6.716069829,6.194372267,6.985054807,10.1228073,6.810198166,4.200426477,8.869014807,6.74662871,4.865861196,7.231130971,6.159131446,6.585978295,4.638859209,5.378981705,6.759617049,2.93792999,5.334396322,5.749791787,5.721827646,2.815865673,3.470858809,10.11282848
hB_RNA_12901,3.769006145,11.89256012,7.6410149,7.894424754,2.20485349,9.424884701,2.559686433,10.91282653,8.43485526,5.91668237,4.537590389,6.490662218,9.168688315,4.680677461,5.549697366,7.250190821,6.460234715,6.818664035,10.28272293,7.028361292,4.354381233,9.058704162,6.732632833,5.416201192,7.41759702,6.374550936,7.016459379,4.869498653,5.836586059,7.429320544,3.842972232,5.307340187,5.907169697,6.263184321,2.83282305,3.943118786,9.806615412
hB_RNA_12545,3.753975201,12.71729681,7.43974507,7.946380211,1.059074564,6.786887878,1.126198065,10.39847692,8.321771016,5.432126878,2.527628661,8.203956762,8.799115009,4.372683375,4.142870775,6.421683158,6.406506444,6.680672429,9.925967949,6.710956502,4.398149124,8.776568744,7.31868648,4.659215607,7.110808556,5.695284187,6.89651194,4.228184304,5.757761775,6.46738908,3.084677085,5.449970009,5.134461292,5.278711027,3.161691352,1.79642732,9.480746722
BM_10_747,4.175243648,13.02438722,7.426238743,8.107586704,-0.411339045,5.733601142,2.043182675,10.74180057,8.262711367,5.87989346,2.44865584,8.319882851,9.001801099,4.849908833,4.482764116,6.565225284,6.287642231,7.102224193,10.056268,6.927271837,4.510811268,9.007943894,6.538551798,4.684470571,7.123778426,5.935510553,6.498663097,4.793257929,5.716697818,6.75234943,3.226552053,5.127699099,6.188385582,5.815391958,2.637526298,2.091964557,10.17662085
hB_RNA_13500,3.560262891,12.67357338,7.44255738,7.554957559,1.860333625,7.198989537,3.846354739,10.71837921,8.295296758,5.974730524,3.569761434,8.390408657,8.541541379,4.861665678,4.815884322,6.923692019,5.803546279,6.464166935,10.19265615,6.623408359,4.61283207,8.279382409,6.949702354,4.954104026,7.047878345,6.118725777,6.670110819,5.428154738,6.29956441,6.110767025,3.502368858,5.210463999,5.994938299,5.664624369,2.916732755,3.314857823,9.579545914
BM_10_672,3.65578944,12.59051343,7.687668959,7.656797036,2.564952929,9.196726834,2.628988301,10.66925121,8.48401382,5.58267708,4.423839924,7.858278245,8.948238398,4.814245838,3.964936397,6.734061598,6.031536058,6.988287725,10.14828472,7.066969333,4.581872434,9.146131241,6.714804157,4.724403239,7.359655437,6.116298673,6.609226318,4.747754617,5.805116471,7.071924872,3.535040113,5.318605805,5.722599739,5.86997834,2.63284289,2.958354967,9.587398013
BM_10_624,4.341782706,12.5452527,7.494210727,7.93332533,2.200780632,8.857309792,3.057039746,10.66704648,8.558451131,6.195489084,4.080481258,8.700069473,9.134271083,5.389881098,5.425023625,6.768094564,6.250607986,7.432009455,10.21207636,7.410947246,4.581130737,9.531782683,6.089780393,5.296663206,7.095018246,6.266140264,7.659268171,5.27239385,5.345939606,7.145273033,3.499359755,5.56458737,6.22100085,6.186135885,2.47025058,3.007486753,10.31221837
BM_10_644,3.925017247,12.55299794,7.611678829,7.920356341,1.145477001,7.093974754,3.482672883,10.85579637,8.458690679,6.089011743,2.630809235,8.136320624,8.818134991,4.965244911,5.13194674,6.80684918,5.907996264,6.593317258,10.83526457,7.05552047,4.28538779,9.389109562,6.62626507,5.093004513,7.433904667,6.23158897,7.232555364,5.604483337,6.124132687,6.974167015,4.036161165,5.302109371,6.649380693,6.138643989,3.377478625,3.16950886,9.984310672
BM_10_748,3.625122619,12.84609391,7.155993012,7.771204011,2.208947071,7.997325042,2.290707254,10.5648704,8.226283936,5.77815594,3.840577267,7.562184185,8.685178386,4.918964394,4.629240922,6.690560194,5.949153074,6.833630802,9.961642876,6.669657139,4.157096269,8.635796244,6.757865029,4.930569981,7.153865173,5.649688988,6.952521681,5.113630137,5.469677464,6.200075322,3.577757776,5.368619046,6.232311229,5.725329192,3.130572474,3.27770236,10.28986989
BM_10_749,3.320511576,12.7577542,7.242681936,7.731424195,0.296303944,5.715990772,1.921948746,10.92849167,8.039011647,5.989457468,2.775460783,8.312648072,8.608002753,4.495838796,5.83964097,7.189818327,6.293009613,6.94554534,10.25109366,6.766549472,4.397910595,8.227721459,6.70060972,5.505487238,6.938309498,6.218735932,7.013492839,5.538106386,5.374341491,6.772704948,3.398745903,5.314262512,6.45594694,6.021086518,2.168192092,2.169505112,9.798564514
BM_10_746,3.875499499,11.96156699,7.486287694,8.216152514,2.104768594,8.469889839,2.359408311,10.39665802,8.297525603,5.892962842,3.783966884,7.860213039,8.88909502,4.632375078,4.308924354,6.568516121,6.554044804,6.911317702,10.00630438,6.666965713,4.401849978,8.653009658,6.554463883,4.700289986,7.219704194,6.033972656,6.916321755,4.513728431,5.330238928,7.055671926,2.743850786,5.3852208,5.589434225,5.7677969,3.040372993,3.401651613,9.645714657
hB_RNA_12582,3.698604779,11.3661844,7.522200793,7.940553967,0.332266577,5.528763327,2.005794299,10.45518349,8.461106624,5.469681944,2.482929913,8.117048775,8.780042466,4.718799589,4.7597572,6.015234982,6.393098204,6.445468576,10.0152774,6.374539595,4.784867249,9.220604188,6.18675322,4.976437463,7.257347315,5.788761449,6.319084363,3.905963501,5.916238949,6.477303035,3.641779995,5.268639445,5.514741406,5.465501434,1.359718021,2.300625411,9.854668439
hB_RNA_12774,3.091723989,12.47520774,7.554921694,7.846404287,2.991155273,8.438201684,2.4772509,10.68543223,8.529976392,5.765149488,4.902587813,7.783034991,8.821370905,4.609195985,5.341753927,7.195515604,6.222548413,6.31837461,10.08020777,6.599091778,3.907756803,9.065901486,7.02791001,5.194157254,7.367756305,6.003155034,6.95236134,4.960879721,5.941453634,6.584181762,4.057987726,5.226031022,5.747189274,5.888039008,2.689037701,2.550721209,9.823064392
BM_10_800,3.500052489,11.66747828,7.592207448,7.823832965,-1.588673543,3.977269615,3.057842495,10.5224067,8.551505002,5.531340391,-0.037580964,7.398321568,8.857122895,4.373108757,4.647018687,6.290931632,6.762873858,6.400554245,10.3053267,6.472564264,3.843552436,8.400584401,7.035045539,4.950754413,7.468796022,5.501792467,6.706950407,3.925490657,6.258766436,6.622644727,3.542971771,5.528343178,4.877359801,5.781590542,3.313690609,2.616693869,9.529648836
BM_10_616,3.790236638,12.2717609,7.407639505,7.874268659,0.828783885,6.600666473,2.275566471,10.44916532,8.256862225,5.752382204,3.073582899,7.8007552,8.85443687,4.95610223,4.706107259,6.337477701,6.607845461,6.928666375,10.11525409,6.879303904,4.09427215,9.148604199,6.470940453,5.336661896,7.108470436,6.107588491,7.209181388,4.683017414,5.510068274,6.931078806,3.413154682,5.402607004,5.626041217,5.993675109,3.059124665,3.237244827,9.255073301
hB_RNA_12693,3.009580173,11.43087847,7.263377141,7.944531132,2.288174031,8.278147816,4.545306257,10.98157992,7.954306556,5.729891924,3.526546813,8.072063932,8.852381263,4.68651824,3.362493038,6.26276345,5.812242735,7.706155845,10.24063158,7.812313647,4.040504771,8.672247154,6.560440432,5.039576213,6.994855244,5.187446961,7.384583026,5.609880152,5.82905123,6.934494401,3.134534681,5.854621845,6.855671667,6.360356395,4.805247543,1.306299688,9.667166161
BM_10_736,4.307766533,12.74687996,7.777095288,7.908799135,-1.049594778,4.643197158,2.40562445,10.53109367,8.688962753,5.865180861,0.773679476,8.409947217,9.167812509,5.201786456,3.921651976,6.535044158,6.378073058,6.985756643,10.25607817,7.247721887,4.758661647,9.001879799,5.803278986,5.27761089,7.530533723,6.235781149,6.951006602,4.551716472,5.372622301,7.459160752,2.849181655,5.453244071,5.876641832,6.071905485,2.603179959,3.609447474,9.584846401
hB_RNA_12934,4.08451203,13.44535514,7.538058624,8.261343756,2.506971582,8.830422262,1.870552321,10.63234022,8.477503241,5.465694149,3.435029636,8.012324173,9.140200051,4.658576267,4.162111578,6.726016166,6.375694092,6.98717801,10.17360582,6.813119518,4.660053395,9.547727797,6.89476092,4.859301742,7.405841818,6.078725247,6.785545304,4.486008399,5.968542791,7.133734484,2.837087175,5.233994712,6.052235067,5.76710513,2.413025768,1.890693,9.939488851
hB_RNA_12954,3.986025541,12.56699702,7.668805437,8.274133437,0.258981545,5.805949276,1.816519864,10.94942704,8.395330442,5.434052308,1.994673164,8.249535532,9.067942303,4.471939157,3.83499814,6.066156523,6.637121607,6.990858367,10.25963586,6.70993343,4.292235479,9.349787334,6.97777483,4.61145254,7.09862215,5.826670509,6.830889177,4.585816395,5.929516712,7.034877532,2.359936425,4.929989403,5.747727545,5.714725192,2.807746784,2.938231243,10.38636809
BM_10_617,3.438986181,12.75695224,7.358683863,7.934803246,2.096467806,8.222674814,2.397614311,10.60060947,8.259900341,5.794406345,2.80071253,7.315792713,8.712367181,4.673951773,5.08982224,7.062674358,6.357247781,6.715743892,10.18624667,6.550555504,3.893605488,8.52737928,7.311319951,5.009024091,7.114718669,5.985053114,6.789494576,4.565960676,5.638224989,6.766365486,3.443258603,5.19962071,5.308155895,5.778697292,3.009771087,3.205369829,9.625610822
BM_10_643,3.63347221,12.75862363,7.653521726,8.130742376,1.440121745,7.336631649,1.087888664,10.80465503,8.568710982,5.74419222,3.085231404,7.715914136,8.866989787,4.520973853,3.875039572,6.750765856,6.570485478,6.700979696,10.23024312,6.577538587,4.639837544,8.480576214,6.761122099,4.558522493,7.342734745,6.131547175,6.800479689,4.442945913,5.79987479,6.650076953,3.391704972,5.224269782,5.717925238,5.838102154,2.83188116,1.982159645,9.638945399
hB_RNA_13599,3.415158229,13.31577662,7.534055355,7.693645513,0.458044815,5.982176577,3.387495495,10.77364107,8.215862225,5.443299556,1.695174863,7.491430547,8.583272309,4.472048972,3.499951972,6.348466753,6.61468756,6.656312471,10.09484061,6.616939033,4.195742707,7.99482445,6.87866212,4.547884504,6.849828598,5.92735956,6.555709785,4.885063459,5.820023298,6.245819954,3.177711024,5.362770399,5.99868865,5.996419135,2.736195941,2.899190616,9.614356966
hB_RNA_13107,3.654097022,11.48435834,7.608000983,7.801626634,1.444847629,7.679830978,1.699403926,10.45664748,8.509524104,5.702179162,2.928403547,7.109431298,8.730756587,4.15898807,4.617753174,6.74611623,7.117060267,6.482637436,10.07121265,6.539718095,4.053441351,8.302811285,7.58766267,4.765202315,7.197397296,6.107910496,6.782994965,3.214522774,6.215106596,6.646934403,2.906247229,5.221952805,5.085390261,5.588739086,3.41438029,2.348886831,9.049843766
BM_10_722,3.548618409,13.00257786,7.290402794,7.713147768,2.804329748,8.708444292,1.862558292,11.06962355,8.233433926,5.752695229,3.745149511,7.967417101,8.600241409,4.697749531,4.411323223,6.313566409,5.921797689,6.724310443,10.07206367,6.579403177,4.160415829,9.143213806,7.051595075,4.859164672,6.949752602,5.541057377,6.452342559,4.498254424,5.652761745,6.472130722,3.993352953,5.22404396,5.970894291,5.437088769,2.758069274,2.840997407,9.991874511
